producto,socio,descripcion,monto_recibo,cobertura,deducible,suma,prima
RESIDENTES ZURICH AUTO II,ZURICH,"SOLICITA TUS SERVICIOS MÁS FÁCILMENTE DESDE TU CELULAR AL *9191.|ARRIBO DE TU AJUSTADOR EN MÁXIMO 30 MINUTOS.|72 HRS HÁBILES PARA VALUACIÓN.|ASISTENCIA ILIMITADA EN GRUA, PONCHADURA, DESCARGA DE BATERÍA Y ENVÍO DE GASOLINA.",3899.2035,ASISTENCIA LEGAL,0,AMPARADA,826.32
RESIDENTES ZURICH AUTO II,ZURICH,"SOLICITA TUS SERVICIOS MÁS FÁCILMENTE DESDE TU CELULAR AL *9191.|ARRIBO DE TU AJUSTADOR EN MÁXIMO 30 MINUTOS.|72 HRS HÁBILES PARA VALUACIÓN.|ASISTENCIA ILIMITADA EN GRUA, PONCHADURA, DESCARGA DE BATERÍA Y ENVÍO DE GASOLINA.",3899.2035,ASISTENCIA VIAL,0,AMPARADA,314.53
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,4040.0899,ROBO TOTAL,10,VALOR COMERCIAL,2505.5715
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,4040.0899,GASTOS MÉDICOS OCUPANTES,0,300000.0,317.77
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,4040.0899,EXTENSIÓN DE RESPONSABILIDAD CIVIL,0,3000000.0,624.9312
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,4040.0899,CLUB GNP,0,AMPARADA,575.0
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,4040.0899,R.C. DAÑOS A TERCEROS (LUC),0,3000000.0,4999.4784
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,4040.0899,DEFENSA JURÍDICA,0,AMPARADA,320.0
RESIDENTES HDI AUTO,HDI,TRASLADO EN CASO DE ESTADO DE EBRIEDAD.|ASEGURAMOS AUTOS DE HASTA 30 AÑOS.|AUXILIO MECÁNICO POR DESCOMPOSTURA.|CIRUGÍA ESTÉTICA POR ACCIDENTE DE AUTO.,4418.8745,ROBO TOTAL,10,VALOR COMERCIAL,4432.3834
RESIDENTES HDI AUTO,HDI,TRASLADO EN CASO DE ESTADO DE EBRIEDAD.|ASEGURAMOS AUTOS DE HASTA 30 AÑOS.|AUXILIO MECÁNICO POR DESCOMPOSTURA.|CIRUGÍA ESTÉTICA POR ACCIDENTE DE AUTO.,4418.8745,GASTOS MÉDICOS LUC,0,300000.0,140.4469
RESIDENTES HDI AUTO,HDI,TRASLADO EN CASO DE ESTADO DE EBRIEDAD.|ASEGURAMOS AUTOS DE HASTA 30 AÑOS.|AUXILIO MECÁNICO POR DESCOMPOSTURA.|CIRUGÍA ESTÉTICA POR ACCIDENTE DE AUTO.,4418.8745,RESPONSABILIDAD CIVIL LUC,0,3000000.0,4282.5711
RESIDENTES HDI AUTO,HDI,TRASLADO EN CASO DE ESTADO DE EBRIEDAD.|ASEGURAMOS AUTOS DE HASTA 30 AÑOS.|AUXILIO MECÁNICO POR DESCOMPOSTURA.|CIRUGÍA ESTÉTICA POR ACCIDENTE DE AUTO.,4418.8745,ASISTENCIA JURÍDICA,0,AMPARADA,132.0
RESIDENTES HDI AUTO,HDI,TRASLADO EN CASO DE ESTADO DE EBRIEDAD.|ASEGURAMOS AUTOS DE HASTA 30 AÑOS.|AUXILIO MECÁNICO POR DESCOMPOSTURA.|CIRUGÍA ESTÉTICA POR ACCIDENTE DE AUTO.,4418.8745,ASISTENCIA EN VIAJES,0,AMPARADA,382.8
RESIDENTES HDI AUTO,HDI,TRASLADO EN CASO DE ESTADO DE EBRIEDAD.|ASEGURAMOS AUTOS DE HASTA 30 AÑOS.|AUXILIO MECÁNICO POR DESCOMPOSTURA.|CIRUGÍA ESTÉTICA POR ACCIDENTE DE AUTO.,4418.8745,RESPONSABILIDAD CIVIL PERSONAS Y BIENES,0,150000.0,270.05
RESIDENTES HDI AUTO,HDI,TRASLADO EN CASO DE ESTADO DE EBRIEDAD.|ASEGURAMOS AUTOS DE HASTA 30 AÑOS.|AUXILIO MECÁNICO POR DESCOMPOSTURA.|CIRUGÍA ESTÉTICA POR ACCIDENTE DE AUTO.,4418.8745,EXTENSIÓN DE RC,0,AMPARADA,0.0
RESIDENTES AIG AUTO II,AIG,PAGO POR PÉRDIDA TOTAL EN 72 HRS HÁBILES.|REPOSICIÓN INMEDIATA DE CRISTALES.|SERVICIO DE GRÚA SIN LÍMITE DE EVENTOS.|SEGUIMIENTO DE REPARACIÓN EN LÍNEA (KPG).,6617.9698,RESPONSABILIDAD CIVIL LUC,0,3000000.0,3464.5198
RESIDENTES AIG AUTO II,AIG,PAGO POR PÉRDIDA TOTAL EN 72 HRS HÁBILES.|REPOSICIÓN INMEDIATA DE CRISTALES.|SERVICIO DE GRÚA SIN LÍMITE DE EVENTOS.|SEGUIMIENTO DE REPARACIÓN EN LÍNEA (KPG).,6617.9698,GASTOS MÉDICOS OCUPANTES,0,300000.0,140.6266
RESIDENTES AIG AUTO II,AIG,PAGO POR PÉRDIDA TOTAL EN 72 HRS HÁBILES.|REPOSICIÓN INMEDIATA DE CRISTALES.|SERVICIO DE GRÚA SIN LÍMITE DE EVENTOS.|SEGUIMIENTO DE REPARACIÓN EN LÍNEA (KPG).,6617.9698,RESPONSABILIDAD CIVIL OBLIGATORIA,0,150000.0,300.0
RESIDENTES AIG AUTO II,AIG,PAGO POR PÉRDIDA TOTAL EN 72 HRS HÁBILES.|REPOSICIÓN INMEDIATA DE CRISTALES.|SERVICIO DE GRÚA SIN LÍMITE DE EVENTOS.|SEGUIMIENTO DE REPARACIÓN EN LÍNEA (KPG).,6617.9698,ASISTENCIA VIAL,0,AMPARADA,315.0
RESIDENTES AIG AUTO II,AIG,PAGO POR PÉRDIDA TOTAL EN 72 HRS HÁBILES.|REPOSICIÓN INMEDIATA DE CRISTALES.|SERVICIO DE GRÚA SIN LÍMITE DE EVENTOS.|SEGUIMIENTO DE REPARACIÓN EN LÍNEA (KPG).,6617.9698,S.O.S. DEFENSA LEGAL Y FIANZA,0,AMPARADA,250.0
RESIDENTES AIG AUTO II,AIG,PAGO POR PÉRDIDA TOTAL EN 72 HRS HÁBILES.|REPOSICIÓN INMEDIATA DE CRISTALES.|SERVICIO DE GRÚA SIN LÍMITE DE EVENTOS.|SEGUIMIENTO DE REPARACIÓN EN LÍNEA (KPG).,6617.9698,EXTENSIÓN DE COBERTURA,0,AMPARADA,150.0
RESIDENTES ATLAS AUTO,ATLAS,REPARACIÓN AGENCIA HASTA 3 AÑOS.|#1 EN CENTRO DE REPARACIÓN 2016.|#1 EN SERVICIO DE GRÚAS 2016.|35 BENEFICIOS EN ASISTENCIA-VIAJES.,8887.0898,RESPONSABILIDAD CIVIL L.U.C.,0,3000000.0,5506.9643
RESIDENTES ATLAS AUTO,ATLAS,REPARACIÓN AGENCIA HASTA 3 AÑOS.|#1 EN CENTRO DE REPARACIÓN 2016.|#1 EN SERVICIO DE GRÚAS 2016.|35 BENEFICIOS EN ASISTENCIA-VIAJES.,8887.0898,GASTOS MÉDICOS A OCUPANTES,0,300000.0,208.33
RESIDENTES ATLAS AUTO,ATLAS,REPARACIÓN AGENCIA HASTA 3 AÑOS.|#1 EN CENTRO DE REPARACIÓN 2016.|#1 EN SERVICIO DE GRÚAS 2016.|35 BENEFICIOS EN ASISTENCIA-VIAJES.,8887.0898,ASISTENCIA LEGAL ATLAS,0,AMPARADA,277.0
RESIDENTES ATLAS AUTO,ATLAS,REPARACIÓN AGENCIA HASTA 3 AÑOS.|#1 EN CENTRO DE REPARACIÓN 2016.|#1 EN SERVICIO DE GRÚAS 2016.|35 BENEFICIOS EN ASISTENCIA-VIAJES.,8887.0898,ASISTENCIA EN VIAJES ATLAS,0,AMPARADA,190.0
RESIDENTES ATLAS AUTO,ATLAS,REPARACIÓN AGENCIA HASTA 3 AÑOS.|#1 EN CENTRO DE REPARACIÓN 2016.|#1 EN SERVICIO DE GRÚAS 2016.|35 BENEFICIOS EN ASISTENCIA-VIAJES.,8887.0898,EXTENSIÓN DE COBERTURAS,0,AMPARADA,128.99
RESIDENTES ATLAS AUTO,ATLAS,REPARACIÓN AGENCIA HASTA 3 AÑOS.|#1 EN CENTRO DE REPARACIÓN 2016.|#1 EN SERVICIO DE GRÚAS 2016.|35 BENEFICIOS EN ASISTENCIA-VIAJES.,8887.0898,RC POR DAÑOS A TERCEROS LÍMITE ÚNICO Y COMBINADO,0,150000.0,350.0
RESIDENTES QUÁLITAS AUTO,QUÁLITAS,ASISTENCIA VIAL SIN LÍMITE DE EVENTOS.|INSTALACIÓN DE CRISTALES A DOMICILIO.|ENCONTRACK® EN UNIDADES ALTO RIESGO.|PAGO DE CORRALÓN POR ACCIDENTE VIAL.,6677.8613,RESPONSABILIDAD CIVIL POR DAÑOS A TERCEROS,0,3000000.0,3243.7321
RESIDENTES QUÁLITAS AUTO,QUÁLITAS,ASISTENCIA VIAL SIN LÍMITE DE EVENTOS.|INSTALACIÓN DE CRISTALES A DOMICILIO.|ENCONTRACK® EN UNIDADES ALTO RIESGO.|PAGO DE CORRALÓN POR ACCIDENTE VIAL.,6677.8613,GASTOS MÉDICOS OCUPANTES,0,300000.0,412.1667
RESIDENTES QUÁLITAS AUTO,QUÁLITAS,ASISTENCIA VIAL SIN LÍMITE DE EVENTOS.|INSTALACIÓN DE CRISTALES A DOMICILIO.|ENCONTRACK® EN UNIDADES ALTO RIESGO.|PAGO DE CORRALÓN POR ACCIDENTE VIAL.,6677.8613,GASTOS LEGALES,0,AMPARADA,333.2562
RESIDENTES QUÁLITAS AUTO,QUÁLITAS,ASISTENCIA VIAL SIN LÍMITE DE EVENTOS.|INSTALACIÓN DE CRISTALES A DOMICILIO.|ENCONTRACK® EN UNIDADES ALTO RIESGO.|PAGO DE CORRALÓN POR ACCIDENTE VIAL.,6677.8613,ASISTENCIA VIAL QUÁLITAS,0,AMPARADA,492.9
RESIDENTES QUÁLITAS AUTO,QUÁLITAS,ASISTENCIA VIAL SIN LÍMITE DE EVENTOS.|INSTALACIÓN DE CRISTALES A DOMICILIO.|ENCONTRACK® EN UNIDADES ALTO RIESGO.|PAGO DE CORRALÓN POR ACCIDENTE VIAL.,6677.8613,EXTENSIÓN DE COBERTURA,0,AMPARADA,274.722
RESIDENTES CHUBB AUTO II,CHUBB,"AJUSTADORES CON GPS, MÁS RÁPIDOS.|SEGUIMIENTO A SINIESTROS EN LÍNEA.|TALLERES CERTIFICADOS, CON GARANTÍA.|ASISTENCIA EN VIAJE, LA MÁS COMPLETA.",6493.4031,RESPONSABILIDAD CIVIL POR DAÑOS A TERCEROS,0,750000.0,2281.0384
RESIDENTES CHUBB AUTO II,CHUBB,"AJUSTADORES CON GPS, MÁS RÁPIDOS.|SEGUIMIENTO A SINIESTROS EN LÍNEA.|TALLERES CERTIFICADOS, CON GARANTÍA.|ASISTENCIA EN VIAJE, LA MÁS COMPLETA.",6493.4031,RESPONSABILIDAD CIVIL PERSONAS,0,100000.0,113.2097
RESIDENTES CHUBB AUTO II,CHUBB,"AJUSTADORES CON GPS, MÁS RÁPIDOS.|SEGUIMIENTO A SINIESTROS EN LÍNEA.|TALLERES CERTIFICADOS, CON GARANTÍA.|ASISTENCIA EN VIAJE, LA MÁS COMPLETA.",6493.4031,RESPONSABILIDAD CIVIL BIENES,0,50000.0,226.4076
RESIDENTES CHUBB AUTO II,CHUBB,"AJUSTADORES CON GPS, MÁS RÁPIDOS.|SEGUIMIENTO A SINIESTROS EN LÍNEA.|TALLERES CERTIFICADOS, CON GARANTÍA.|ASISTENCIA EN VIAJE, LA MÁS COMPLETA.",6493.4031,GASTOS MÉDICOS OCUPANTES,0,300000.0,614.9101
RESIDENTES CHUBB AUTO II,CHUBB,"AJUSTADORES CON GPS, MÁS RÁPIDOS.|SEGUIMIENTO A SINIESTROS EN LÍNEA.|TALLERES CERTIFICADOS, CON GARANTÍA.|ASISTENCIA EN VIAJE, LA MÁS COMPLETA.",6493.4031,EXTENSIÓN DE COBERTURA DE RESPONSABILIDAD CIVIL,0,AMPARADA,199.0155
RESIDENTES CHUBB AUTO II,CHUBB,"AJUSTADORES CON GPS, MÁS RÁPIDOS.|SEGUIMIENTO A SINIESTROS EN LÍNEA.|TALLERES CERTIFICADOS, CON GARANTÍA.|ASISTENCIA EN VIAJE, LA MÁS COMPLETA.",6493.4031,ASISTENCIA LEGAL PROVIAL,0,3000000.0,408.5
RESIDENTES CHUBB AUTO II,CHUBB,"AJUSTADORES CON GPS, MÁS RÁPIDOS.|SEGUIMIENTO A SINIESTROS EN LÍNEA.|TALLERES CERTIFICADOS, CON GARANTÍA.|ASISTENCIA EN VIAJE, LA MÁS COMPLETA.",6493.4031,ASISTENCIA EN VIAJE CDS,0,AMPARADA,536.75
RESIDENTES CHUBB AUTO II,CHUBB,"AJUSTADORES CON GPS, MÁS RÁPIDOS.|SEGUIMIENTO A SINIESTROS EN LÍNEA.|TALLERES CERTIFICADOS, CON GARANTÍA.|ASISTENCIA EN VIAJE, LA MÁS COMPLETA.",6493.4031,RESPONSABILIDAD CIVIL POR FALLECIMIENTO,0,2250000.0,217.93
RESIDENTES INBURSA AUTO,INBURSA,LA ÚNICA CON GARANTÍAS DE SERVICIO.|LLEGAMOS EN 30 MIN.|PAGO DE INDEMNIZACIÓN EN 48 HORAS.|LAS ENCUESTAS DE SERVICIO NOS RESPALDAN.,4629.8732,RESPONSABILIDAD CIVIL DAÑOS A TERCEROS EN SUS PERSONAS  ,0,250000.0,675.36
RESIDENTES INBURSA AUTO,INBURSA,LA ÚNICA CON GARANTÍAS DE SERVICIO.|LLEGAMOS EN 30 MIN.|PAGO DE INDEMNIZACIÓN EN 48 HORAS.|LAS ENCUESTAS DE SERVICIO NOS RESPALDAN.,4629.8732,RESPONSABILIDAD CIVIL DAÑOS A TERCEROS EN SUS BIENES,0,250000.0,758.68
RESIDENTES INBURSA AUTO,INBURSA,LA ÚNICA CON GARANTÍAS DE SERVICIO.|LLEGAMOS EN 30 MIN.|PAGO DE INDEMNIZACIÓN EN 48 HORAS.|LAS ENCUESTAS DE SERVICIO NOS RESPALDAN.,4629.8732,RESPONSABILIDAD CIVIL A TERCEROS CATASTRÓFICA ,0,2750000.0,405.96
RESIDENTES INBURSA AUTO,INBURSA,LA ÚNICA CON GARANTÍAS DE SERVICIO.|LLEGAMOS EN 30 MIN.|PAGO DE INDEMNIZACIÓN EN 48 HORAS.|LAS ENCUESTAS DE SERVICIO NOS RESPALDAN.,4629.8732,GASTOS MÉDICOS Y FUNERARIOS ,0,300000.0,651.27
RESIDENTES INBURSA AUTO,INBURSA,LA ÚNICA CON GARANTÍAS DE SERVICIO.|LLEGAMOS EN 30 MIN.|PAGO DE INDEMNIZACIÓN EN 48 HORAS.|LAS ENCUESTAS DE SERVICIO NOS RESPALDAN.,4629.8732,SEGURO OBLIGATORIO DE RESPONSABILIDAD CIVIL VEHICULAR,0,150000.0,200.0
RESIDENTES INBURSA AUTO,INBURSA,LA ÚNICA CON GARANTÍAS DE SERVICIO.|LLEGAMOS EN 30 MIN.|PAGO DE INDEMNIZACIÓN EN 48 HORAS.|LAS ENCUESTAS DE SERVICIO NOS RESPALDAN.,4629.8732,CLÁUSULA ADICIONAL DE ASISTENCIA,0,AMPARADA,300.0
RESIDENTES AXA AUTO II,AXA,PAGO EN EL MOMENTO DEL ACCIDENTE.|REPARACIÓN CON FECHA GARANTIZADA.|PAGO EN 72 HORAS EN PÉRDIDA TOTAL.|ENVÍO DE CHOFER GRATIS.,5650.4422,RESPONSABILIDAD CIVIL POR DAÑOS A TERCEROS LUC,0,750000.0,2198.5333
RESIDENTES AXA AUTO II,AXA,PAGO EN EL MOMENTO DEL ACCIDENTE.|REPARACIÓN CON FECHA GARANTIZADA.|PAGO EN 72 HORAS EN PÉRDIDA TOTAL.|ENVÍO DE CHOFER GRATIS.,5650.4422,GASTOS MÉDICOS OCUPANTES,0,300000.0,455.7121
RESIDENTES AXA AUTO II,AXA,PAGO EN EL MOMENTO DEL ACCIDENTE.|REPARACIÓN CON FECHA GARANTIZADA.|PAGO EN 72 HORAS EN PÉRDIDA TOTAL.|ENVÍO DE CHOFER GRATIS.,5650.4422,EXTENSIÓN DE RESPONSABILIDAD CIVIL,0,AMPARADA,183.0349
RESIDENTES AXA AUTO II,AXA,PAGO EN EL MOMENTO DEL ACCIDENTE.|REPARACIÓN CON FECHA GARANTIZADA.|PAGO EN 72 HORAS EN PÉRDIDA TOTAL.|ENVÍO DE CHOFER GRATIS.,5650.4422,DEFENSA LEGAL,0,AMPARADA,104.312
RESIDENTES AXA AUTO II,AXA,PAGO EN EL MOMENTO DEL ACCIDENTE.|REPARACIÓN CON FECHA GARANTIZADA.|PAGO EN 72 HORAS EN PÉRDIDA TOTAL.|ENVÍO DE CHOFER GRATIS.,5650.4422,SERVICIOS DE ASISTENCIA,0,AMPARADA,201.5027
RESIDENTES AXA AUTO II,AXA,PAGO EN EL MOMENTO DEL ACCIDENTE.|REPARACIÓN CON FECHA GARANTIZADA.|PAGO EN 72 HORAS EN PÉRDIDA TOTAL.|ENVÍO DE CHOFER GRATIS.,5650.4422,RESPONSABILIDAD CIVIL PERSONAS EN EXCESO,0,2250000.0,727.9759
RESIDENTES ANA  AUTO,ANA,RESPONSABILIDAD CIVIL POR REMOLQUES Y CARAVANAS.|NO PAGO DE DEDUCIBLE EN PÉRDIDA TOTAL O PARCIAL OCASIONADA POR ALBOROTOS POPULARES O HUELGAS (MARCHAS).|AUXILIO VIAL ILIMITADO.|COBERTURA A DAÑOS QUE OCASIONE TU HIJO MENOR DE EDAD AL AUTO ASEGURADO POR ACCIDENTE VIAL.,8522.0474,RESPONSABILIDAD CIVIL CATASTRÓFICA POR MUERTE A TERCERAS PERSONAS,0,3000000.0,487.4996
RESIDENTES ANA  AUTO,ANA,RESPONSABILIDAD CIVIL POR REMOLQUES Y CARAVANAS.|NO PAGO DE DEDUCIBLE EN PÉRDIDA TOTAL O PARCIAL OCASIONADA POR ALBOROTOS POPULARES O HUELGAS (MARCHAS).|AUXILIO VIAL ILIMITADO.|COBERTURA A DAÑOS QUE OCASIONE TU HIJO MENOR DE EDAD AL AUTO ASEGURADO POR ACCIDENTE VIAL.,8522.0474,RESPONSABILIDAD CIVIL BIENES,0,1500000.0,2374.5933
RESIDENTES ANA  AUTO,ANA,RESPONSABILIDAD CIVIL POR REMOLQUES Y CARAVANAS.|NO PAGO DE DEDUCIBLE EN PÉRDIDA TOTAL O PARCIAL OCASIONADA POR ALBOROTOS POPULARES O HUELGAS (MARCHAS).|AUXILIO VIAL ILIMITADO.|COBERTURA A DAÑOS QUE OCASIONE TU HIJO MENOR DE EDAD AL AUTO ASEGURADO POR ACCIDENTE VIAL.,8522.0474,RESPONSABILIDAD CIVIL PERSONAS,0,1500000.0,1243.5
RESIDENTES ANA  AUTO,ANA,RESPONSABILIDAD CIVIL POR REMOLQUES Y CARAVANAS.|NO PAGO DE DEDUCIBLE EN PÉRDIDA TOTAL O PARCIAL OCASIONADA POR ALBOROTOS POPULARES O HUELGAS (MARCHAS).|AUXILIO VIAL ILIMITADO.|COBERTURA A DAÑOS QUE OCASIONE TU HIJO MENOR DE EDAD AL AUTO ASEGURADO POR ACCIDENTE VIAL.,8522.0474,GASTOS MÉDICOS OCUPANTES,0,"$300,000 POR EVENTO",716.8297
RESIDENTES ANA  AUTO,ANA,RESPONSABILIDAD CIVIL POR REMOLQUES Y CARAVANAS.|NO PAGO DE DEDUCIBLE EN PÉRDIDA TOTAL O PARCIAL OCASIONADA POR ALBOROTOS POPULARES O HUELGAS (MARCHAS).|AUXILIO VIAL ILIMITADO.|COBERTURA A DAÑOS QUE OCASIONE TU HIJO MENOR DE EDAD AL AUTO ASEGURADO POR ACCIDENTE VIAL.,8522.0474,ANA ASISTENCIA VIAL Y  VIAJES,0,AMPARADA,661.25
RESIDENTES ANA  AUTO,ANA,RESPONSABILIDAD CIVIL POR REMOLQUES Y CARAVANAS.|NO PAGO DE DEDUCIBLE EN PÉRDIDA TOTAL O PARCIAL OCASIONADA POR ALBOROTOS POPULARES O HUELGAS (MARCHAS).|AUXILIO VIAL ILIMITADO.|COBERTURA A DAÑOS QUE OCASIONE TU HIJO MENOR DE EDAD AL AUTO ASEGURADO POR ACCIDENTE VIAL.,8522.0474,DEFENSA JURÍDICA Y ASISTENCIA LEGAL,0,AMPARADA,862.92
RESIDENTES MAPFRE AUTO,MAPFRE,GM POR ROBO E INTENTO DE ROBO DEL VEHÍCULO.|EXTENSIÓN DE RC Y DEFENSA PARA MOTOS Y BICICLETAS.|MÁS DE 15 SERVICIOS DE ASISTENCIA.|DEFENSA JURÍDICA OTORGADA POR RED PROPIA DE ABOGADOS.,7337.3355,RC DAÑOS A TERCEROS PERSONAS,0,1500000.0,380.2214
RESIDENTES MAPFRE AUTO,MAPFRE,GM POR ROBO E INTENTO DE ROBO DEL VEHÍCULO.|EXTENSIÓN DE RC Y DEFENSA PARA MOTOS Y BICICLETAS.|MÁS DE 15 SERVICIOS DE ASISTENCIA.|DEFENSA JURÍDICA OTORGADA POR RED PROPIA DE ABOGADOS.,7337.3355,RC DAÑOS A TERCEROS BIENES,0,1500000.0,3982.5047
RESIDENTES MAPFRE AUTO,MAPFRE,GM POR ROBO E INTENTO DE ROBO DEL VEHÍCULO.|EXTENSIÓN DE RC Y DEFENSA PARA MOTOS Y BICICLETAS.|MÁS DE 15 SERVICIOS DE ASISTENCIA.|DEFENSA JURÍDICA OTORGADA POR RED PROPIA DE ABOGADOS.,7337.3355,GASTOS MÉDICOS CONDUCTOR Y OCUPANTES,0,300000.0,394.3031
RESIDENTES MAPFRE AUTO,MAPFRE,GM POR ROBO E INTENTO DE ROBO DEL VEHÍCULO.|EXTENSIÓN DE RC Y DEFENSA PARA MOTOS Y BICICLETAS.|MÁS DE 15 SERVICIOS DE ASISTENCIA.|DEFENSA JURÍDICA OTORGADA POR RED PROPIA DE ABOGADOS.,7337.3355,COBERTURA INTEGRAL EN EL EXTRANJERO (CIE),0,AMPARADA,318.78
RESIDENTES MAPFRE AUTO,MAPFRE,GM POR ROBO E INTENTO DE ROBO DEL VEHÍCULO.|EXTENSIÓN DE RC Y DEFENSA PARA MOTOS Y BICICLETAS.|MÁS DE 15 SERVICIOS DE ASISTENCIA.|DEFENSA JURÍDICA OTORGADA POR RED PROPIA DE ABOGADOS.,7337.3355,DEFENSA JURÍDICA,0,AMPARADA,249.48
RESIDENTES ZURICH AUTO II,ZURICH,"SOLICITA TUS SERVICIOS MÁS FÁCILMENTE DESDE TU CELULAR AL *9191.|ARRIBO DE TU AJUSTADOR EN MÁXIMO 30 MINUTOS.|72 HRS HÁBILES PARA VALUACIÓN.|ASISTENCIA ILIMITADA EN GRUA, PONCHADURA, DESCARGA DE BATERÍA Y ENVÍO DE GASOLINA.",7921.8706,RESPONSABILIDAD CIVIL POR DAÑOS A TERCEROS L.U.C.,0,3000000.0,4059.054
RESIDENTES ZURICH AUTO II,ZURICH,"SOLICITA TUS SERVICIOS MÁS FÁCILMENTE DESDE TU CELULAR AL *9191.|ARRIBO DE TU AJUSTADOR EN MÁXIMO 30 MINUTOS.|72 HRS HÁBILES PARA VALUACIÓN.|ASISTENCIA ILIMITADA EN GRUA, PONCHADURA, DESCARGA DE BATERÍA Y ENVÍO DE GASOLINA.",7921.8706,GASTOS MÉDICOS OCUPANTES L.U.C.,0,300000.0,552.9679
RESIDENTES ZURICH AUTO II,ZURICH,"SOLICITA TUS SERVICIOS MÁS FÁCILMENTE DESDE TU CELULAR AL *9191.|ARRIBO DE TU AJUSTADOR EN MÁXIMO 30 MINUTOS.|72 HRS HÁBILES PARA VALUACIÓN.|ASISTENCIA ILIMITADA EN GRUA, PONCHADURA, DESCARGA DE BATERÍA Y ENVÍO DE GASOLINA.",7921.8706,EXTENSIÓN DE RESPONSABILIDAD CIVIL,0,AMPARADA,76.3269
RESIDENTES ZURICH AUTO II,ZURICH,"SOLICITA TUS SERVICIOS MÁS FÁCILMENTE DESDE TU CELULAR AL *9191.|ARRIBO DE TU AJUSTADOR EN MÁXIMO 30 MINUTOS.|72 HRS HÁBILES PARA VALUACIÓN.|ASISTENCIA ILIMITADA EN GRUA, PONCHADURA, DESCARGA DE BATERÍA Y ENVÍO DE GASOLINA.",7921.8706,ASISTENCIA LEGAL,0,AMPARADA,826.32
RESIDENTES ZURICH AUTO II,ZURICH,"SOLICITA TUS SERVICIOS MÁS FÁCILMENTE DESDE TU CELULAR AL *9191.|ARRIBO DE TU AJUSTADOR EN MÁXIMO 30 MINUTOS.|72 HRS HÁBILES PARA VALUACIÓN.|ASISTENCIA ILIMITADA EN GRUA, PONCHADURA, DESCARGA DE BATERÍA Y ENVÍO DE GASOLINA.",7921.8706,ASISTENCIA VIAL,0,AMPARADA,314.53
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,9091.1283,GASTOS MÉDICOS OCUPANTES,0,300000.0,317.77
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,9091.1283,EXTENSIÓN DE RESPONSABILIDAD CIVIL,0,3000000.0,624.9312
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,9091.1283,CLUB GNP,0,AMPARADA,575.0
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,9091.1283,R.C. DAÑOS A TERCEROS (LUC),0,3000000.0,4999.4784
RESIDENTES GNP AUTO III,GNP,EMPRESA 100% MEXICANA.|LA MÁS AMPLIA RED DE SERVICIO.|AMBULANCIA EN CASO DE EMERGENCIA.|ASISTENCIA DE SERVICIOS FUNERARIOS.,9091.1283,DEFENSA JURÍDICA,0,AMPARADA,320.0
RESIDENTES HDI AUTO,HDI,TRASLADO EN CASO DE ESTADO DE EBRIEDAD.|ASEGURAMOS AUTOS DE HASTA 30 AÑOS.|AUXILIO MECÁNICO POR DESCOMPOSTURA.|CIRUGÍA ESTÉTICA POR ACCIDENTE DE AUTO.,7201.1269,GASTOS MÉDICOS LUC,0,300000.0,140.4469
